,1.2만,4년 전,와 개좋네        
@user-hg4pt9mu9t,1,2년 전,노래 넘넘 좋아용 
@Hipster-om7bc,32,4년 전,요한 오빠 솔직히 불어봐요 이거 노엘 디스 곡이지 
@user-kz9vn3mp6y,3,4년 전,      버즈로 듣는중인데 오른쪽에서 말하는거 현실에서 듣는줄  
@drygi,1,4년 전,           할머니                                                             
@qkqh8041,1,1년 전,와 미쳤다
@user-ys1ii1jg5v,6,4년 전,     마이크 땔떼 간지나누     
@parkbb_0519_,4,3년 전,김광연님 라이브 보구 왔어요     노래 넘 좋네요 아 목소리 넘좋아요   
@user-ld3xf6sw7i,1,4년 전,나만     배로 들으니깐 좋냐 
@user-kz6fp4id7y,0,3년 전,노래 좋다
@kim-qi6eh,8,4년 전,너의 속도는   키로롴         
@chadhong,11,3년 전,이 뮤비 왤캐 유난히   그리 같이 나왔냐
@user-gd3df4em5y,1,4년 전,  띵곡임
@user-os8pf7ik2g,0,4년 전,진짜 기타 레전드다  
@user-ef6mx5fj9d,5,4년 전,키드밀리 진짜 개 간지난다 씨발  
@user-ow1lqnl2zb,6,4년 전,썸네일 그리인줄        순간 피쳐링에 그리가 있나 확인해봄
@user-cz5kc1zh8g,1,4년 전(수정됨),인트로 개좋은데  
@anjel_0,0,3년 전,들어도 들어도 안질림    
@nogank1ng266,4,3년 전,난 도현이 덕분에 이노래 알았다   
@user-jm7jz5hc5x,7,4년 전,     형 여친 언제생겨    씹존잘이더만   어떤사람은 형이 여친생기면 나도 힙합한다    하던놈있었다고
@user-tj8qw4ty8c,0,4년 전,조회수 올라가는거 보고 흐뭇합니다 
@user-of7pt2qn8j,1,4년 전,                                               
@kissmore,3,4년 전(수정됨),형   로다가       밟아버리면어떻게해요   
@user-le1xk6cg5f,7,4년 전,너의 속도는     로 
@sof5330,1,4년 전,            
@user-is1rl5qj8e,2,3년 전,한요한 살뺀거 신의 한수다    잘생겼네
@ayao216,5,4년 전(수정됨),         알 리빈인어 패킹 패리노이드   
@user-hk6sj2wb6e,5,4년 전,     보고왔습니다
@user-mz1bj8oc6m,0,1년 전,진짜 노래 너무 좋아 비 맞으면서 듣기 좋음
@user-qs6zs9ne8u,0,4년 전,개띵곡   
@user-yp9ut3th6e,4,4년 전(수정됨),스쿨존 잼민식이법같은 쓰레기법은 지킬필요없어 다때려박아 부셔버려 
@user-wo3sm2jh8p,12,4년 전,     나만   그리보이냐 
@user-io9vx4vk7f,0,4년 전(수정됨),한요한    노래 좋다    기타도    실제로 차이에요
@zosimcorona5,1,4년 전,진짜 역시 락스타같게 일렉기타랑 찰떡 궁합이다
@user-rf3qc6ll8l,5,2년 전,얘 살아있는 거냐 컨트롤씨 컨트롤 브이인가 작년에 금방 낼 것같이 말하더니 지금  월이 절반이 지나갔다 이제 그냥 피쳐링만 하면서 살거냐 요한이
@user-or3ns4cv4g,8,4년 전,형 이제     로 바꾸자
@bouchra0109,2,4년 전,                                         
@user-hw6gy2fm1t,0,4년 전,한요한 요즘 속도감있는 노래 존나 좋아하네
@zosimcorona5,13,4년 전,이 노래를 저희 거북이가 듣고 토끼를 이겼음니다
@user-ir3ju4pz7z,4,4년 전,형 애플뮤직도      
@user-fg6je9jl7x,0,4년 전,띵곡
@alqkwhew963,0,4년 전,와 키드밀리 너무좋아진짜
@SayOh875,5,1년 전(수정됨),노엘 속도는      로   
@user-zc6qr4jm3x,6,4년 전,     락하는 최자형
@user-os1rx9hc8o,0,4년 전,내 인생곡이 되었습니다      
@papan1n1,1,2년 전, 집 발매기념으로 왔음 굿굿
@dangunman127,3,3년 전,     잡아 땡기네 팬티를 갱이 왔어 책상위로
@OohWah,5,3년 전,     잡아땡기네 팬티를
@user-tj4px4do3w,0,3년 전,아 진짜    좋다
@user-se7zt2us3s,0,3년 전,오늘 딱 나온지 반년도  는데 왤케많이들었지    
@morocici,548,4년 전(수정됨),똥 먹어본 사람 좋아요
@iPADCe-,3,4년 전,노엘은  분의  로 달리고 한요한은  분의  로 달렸노         
@dontbeblue1,1,4년 전,이젠 람보르기니네    형 사랑
@user-jl7uf9zg6q,0,4년 전,진짜 한요한은 한국래퍼 원     썬
@user-jm7jz5hc5x,4,4년 전,                  원숭이 
@YOONHYEONWOO,7,4년 전,형 그차로는    킬로가 최대야   
@bebiep.8080,1,4년 전,                               
@user-hg8pd3bb5s,0,4년 전,진짜 멋있다 한요한 팬입니다   키드밀리랑     
@psshoot9994,3,4년 전,         
@user-nr9fj6zk2v,12,3년 전,     여기가 힙합 뮤비 명손가   애쉬 페러노이드  블루 다운타운베이비 한요한       다 비슷한 장소 같은데
@user-qr2fr2jt8g,0,4년 전,조타
@yabaloma3358,0,4년 전,형 원래도 좋았지만 요즘 노래 퀄리티가 왤케 좋아   형 앞으로 떡상가자   
@user-dq4wh9mp6h,3,4년 전,      
@user-fl4wn5mr9h,2,4년 전,노엘             
@suk-1850,0,4년 전,훅 개좋아  
@user-rr5en8bh3o,1,3년 전,모야 노래 개좋네
@Neko5326,3,3년 전,차 모델 뭐지 포르쉐 박스터    인가 
@mily-san2114,11,4년 전,                                                                                     
@user-tq6tl7vs3k,1,4년 전,형은 대한민국 탑 윈      이양
@sick484,1,2년 전,훅 개좋네
@user-yl1nr4ep1o,5,4년 전,형 포르쉐로       못가  
@user-wu9rn9oq6y,3,10개월 전,    
@logisong9866,0,4년 전,한요한 다운거 나왔네 항상 응원합니다
@user-rw9my3st2f,1,3년 전,이곡은      나는      이다
@user-jx5tx2ld7p,12,4년 전,     잡아땡기네 팬티를     
@user-nx9ns8tl8y,4,4년 전,나만 키드밀리 패션 멋지냐 떡볶이 아줌마 같은데  보면 볼수록           멋있다 오오오오오오
@sunwoo06_,0,4년 전,그저 한요한     한요한 한 노래
@user-xx3qj5co7p,0,3년 전,   띵곡
@user-mv3mb7px3h,4,4년 전(수정됨),안녕 요한이형 난 형 진짜 오래된 팬이야 지코 이슬라이브 할때 저 기타치는 원숭이는 누구지 라는 궁금증으로 형을 알게 됐고 그 이후로 블랙넛과 드래곤볼 입고 생쇼하는 형을 보면서 진짜 재밌고 대단한 음악을 하는 사람이다 하고 깨닫게 되었어 그렇게 형을 안지 많은 시간이 지났고 형이 훅잽이로 망하는거  댄스로 엄청난 뮤비 조회수를 찍어내는거 보면서 난 진짜 내가 더 기분이 좋고 진짜 행복했어  고등학교  년 동안 버티면서 힘들때도 많고 진짜 그만 살고 싶을 때도 엄청 많았어 하지만 그럴때마다 요한이형 오아시스  리셋  람보르기니  따릉이  어떡해야돼 진짜 수많은 띵곡들 엄청나게 들으면서 버텼어 사실 난 음악이 하고 싶었거든 너무나 말야   그렇게 난 수능 괜찮게 보고 서울로 올라오게 되었어 아빠가 음악하려면 무조건 서울로 올라간 다음에 음악을 해라 이렇게 말하셨거든   아래 링크는 내가 세번째로 만든 노래야 형이 내 노래 한번 들어줬으면 좋겠어 나도 언젠간 형처럼 멋진 아티스트가 되서 진짜 성공하고  꿈에 그리던 삶을 살고싶어 그때보자 요한이형 그때까지 파이팅하자           미래의 피처링
@user-tz8zg7dm5l,4,1년 전,페레노이드 느낌나네   
@onijagerkenji7,0,3년 전,진짜 처음에 들었을때 별로였는데 어느새 계속 듣고있다
@llliiiililil,1,3년 전(수정됨),     가 아니라 스쿨존     네     근데 노래는 개좋다   
@user-uo3hd1xs7s,5,4년 전,처음에 반쯤미쳐가는나   바로시작전에  여자목소리 뭐라들리는거죠     
@user-cb5qg9wg8i,12,3년 전(수정됨),솔직히 김도현이 맨날 틀어서 들으러 온 사람 
@user-xk6qp2mn6l,1,4년 전,와 개머시써
@kyopyotrq1467,0,3년 전,이노래 처음듣고 이거무슨노래임  하다가 검색해서 다시들으니까 더좋네   
@user-xt1rh3lh3q,4,4년 전,키드밀리 욀케 할머니같이 생겼냐       
@coldly374,3,4년 전(수정됨),     형 턱선 자랑인가요          
@user-so7js7zv4d,1,4년 전,역시 이형은 노란색을좋아하서  차도노랗내  역시 원슝      
@kmy-hm7gm,1,3년 전,노래 개 좋은데
@suckerforseulgi,15,4년 전,                                        
@lolololololololol6245,4,4년 전(수정됨),한요한이 부릅니다       노엘 
@user-oh5kv1nw1v,0,3년 전,오랜만에 독창성 있고 좋은 힙합 듣네
@user-up3pv5iw3r,2,4년 전,                                                        
@aaaa-dx6gh,4,3년 전,      여기 처음에  뒤돌지말고가 나 오줌쌀거야  인줄 알았음   
@owufdnxy,3,2년 전,썸네일 보고 이분 김구라 아들인줄 알았네
@aomggg,1,3년 전,                 
@user-pe1jn7hw3i,0,4년 전,한요한은 하나의 장르이다
@user-nf3lu3dn2l,3,4년 전,뽀큐 사랑한다      
@user-nc8cj3nc5i,9,3년 전,도국가
@defioktrisari,1,4년 전,                                        
@user-hf9jj8bg9p,0,3년 전,진정한 래퍼이자   의 노예 한요한
@jaebm366,6,4년 전,멋은 있는데 간지가 살짝 부족한 이유가 뭘까    형 수염길르고 머리 길러요 노래 좋아요
@Newwave77.7,2,4년 전,킫밀 옆에 용준이 있으면    
@user-fv7vk7zf7y,2,4년 전,뭔가 느낌이 드라마에서 주인공이 각성할때 나오는 음악 같음
@nox2changmo178,0,3년 전,너무 좋다   
@iii-official6709,3,4년 전,   얘는 뮤비가 다 노래 틀어놓고 인상 찡그리면서 기타치는 거임
@8648no,4,4년 전,뮤비가 파라노이드 따라한 것 같네 배경도 사막같고 엔딩도 파라노이드랑 비슷하네
@Kim_jung_en18,0,3년 전,한요한특 감동스럽다 텐션업
@user-wp4ct6xx4q,0,4년 전,   아는사람만 아는 맛집됨   
@user-vm3oj6vj7r,4,4년 전,노엘이 피쳐링 했으면 겁나 떴을 곡
@user-tl2sb2yn3e,0,4년 전,진짜 달리면어케해    형    
@blue__belief,0,4년 전,                       
@user-qh3tv1pi1n,0,3년 전,이런 띵곡을 이제야 알다니
@Oolonging,0,4년 전(수정됨),썸네일 보자마자 어우 뭐야          하면서 클릭   
@user-no8sk1vh3e,0,3년 전,형   얼른 람보타고 뮤비 찍어야지      
@getahunadane2112,0,4년 전(수정됨),이 노래 하루에 수십번 듣다가 친구한테 추천 했는데 친구   오랜만에서 이런 노래 들으니까 참 좋다    한요한  노래 개 좋다     
@aanggimoddi,0,4년 전,킫밀 넘좋다
@Hy-xq7po,0,3년 전(수정됨),노랜되게 미쳐버리는데 모습은 귀여워   
@user-wade7160,2,3년 전,진짜 역대급인듯   내일 수능 끝나고 이거들아야지   
@user-ty6pb1pn5b,0,3년 전,노래개좋네 
@yL-nd3ef,0,4년 전,진짜 대박  
@user-sw3jd3ct8k,0,4년 전,이건 아무나 따라 부를수없다
@sobangcha_not_stop_boy,1,2년 전,반쯤미쳐가는나 
@boyoung0212_official,1,4년 전,노래 진짜 개좋다
@user-pb7tb3oh8g,0,4년 전,와
@셀랑,0,1개월 전,와 개좋네        
@user-gn8st1ef3r,0,3년 전,한요한 놀리지마 음악개잘함
@user-vy9xs4pj2q,0,2년 전,     
@user-fc7gk1xc4h,0,4년 전,개좋네
@user-bh5vk7rn8e,0,4년 전,이번거 진짜 잘 만들었다고 생각해                  앞으로도 이런음악 부탁할게요
@user-il4uz8uq8h,0,3년 전,우와
@user-wq5hz1lb1t,1,3년 전,한요한 반쯤 미쳐감 댓글 수준 걍 미쳐감
@defodong,0,4년 전,우리 요한이형 이렇게 노래를 잘 하다니 쌌다부러 오늘부터  일하자
@user-rk4ht8dz2c,0,3년 전,한요한팬입니다 
@jieunchoi4367,0,4년 전,개띵곡이다  
@thenashmin,1,3년 전,                       
@user-sq1sb8xv3p,0,4년 전,이런 갓곡이 왜 조회수가   만임 
@cooxo1750,0,4년 전,     로 안달려서 다행이야 형
@coys_naughtyc9050,2,4년 전,키드밀리 지린다  
@TrueLove717,2,3년 전(수정됨),     저 와칸다를봐     나만 이렇게 들리냐
@ftjbg,1,4년 전,역시 랩 노래 인성 얼굴 모든걸다가진 래퍼     기리보이
@user-vf5kz9zh3o,0,3년 전,노래 개좋네
@user-jv2sq1uy5d,0,4년 전,키드밀리 개조아
@user-qi6cb3kd7d,0,2년 전,여태까지의 엔딩파트를 보는 것 같은 기분이다
@berrystraw7419,0,4년 전(수정됨),      차트 가자  
@user-lv4nj7yw1k,1,3년 전,기타 라이브로 하는거 또 보고 왔습니다 형님    
@user-wz4hm9ol5x,0,4년 전,한요한 왜이렇게잘생겻냐
@jjl4802,2,4년 전(수정됨),       
@mrksa9453,0,4년 전,       
@user-zo5cq7uj5x,1,4년 전,와
@user-sz6tu6pe9o,1,2년 전,오빠사랑해여 
@user-hl4nb2bk1i,0,3년 전,순간 썸네일 보고   그리인줄 알았습니다 알고보니 당신이었습니다   갓요한  
@rla6424,0,3년 전,존잘  
@user-jd2do7ks7v,1,2년 전,키드밀리 피쳐링  이건 못참지
@user-ky4ni8ry2z,0,4년 전,하 미친 이건 그냥           뽀귱
@donghyunyi2,0,2년 전,신나는비트
@youtubewatch2726,2,3년 전, 주년이다
@user-fu4gg9wi7w,1,4년 전,형    좋아해
@user-ov4jb7pu3n,1,4년 전,킫밀    빠져든다
@user-tl9gz4wc1f,0,4년 전,홍콩가서 지코 보조 서던 형이 여기까지 왔네 이번케이스 샀으니깐 꼭 디엠 줘
@user-yk5lu4ll7c,0,4년 전,레알 띵곡인데  
@파카여친,2,4년 전,아니 최원재 존나 귕엽잖아
@user-pn7pl8cs4c,1,3년 전(수정됨),내 스쿼트 본 세트 노래
@user-zc3cn2xx2m,0,4년 전,한요한 아이돌 데뷔 학계의 정설
@user-bh6iv5lt8e,0,4년 전,역시 한요한같은 노래네 역시 귿귿귿
@user-pj3pu6oy4g,0,4년 전,기타치는게 젤머싯다
@johnkim4240,2,4년 전,                         
@ran117s,0,3년 전,개좋앜      
@michelleliang397,0,2년 전,             
@jenniferlopez9155,1,4년 전,                               
@toky-topic4819,0,4년 전,노래  개좋네
@user-nz5th3zp6x,0,1년 전,노래에 빠지는 속도도         아니       임     
@Siksiksiksiksik79920,1,4년 전,연기 너무 오지는데     
@user-qf1uz9yd2y,0,4년 전,키드밀리 진짜  간지다   
@user-er5px2mw6x,0,4년 전,한요한 사랑해
@sobangcha_not_stop_boy,0,2년 전,노래 아주좋은
@jaun_713,2,3년 전,도국가 온  트위치 도현이 좋아하는 곡  도현 애국가 도국가             
@user-kg1rh5nt9d,2,2년 전, 이 형 노래믿고 얼굴막하네 랑  스윙스      로  댓어디갔냐   웃겼는데  
@llll7499,1,4년 전,머선일이고 요즘 노래 대박이노
@iruhwa,1,4년 전,키드밀리 등장씬 나만 좋냐
@user-vo4qm7zo5z,1,4년 전,         느낌난당
@exo.paradis,0,3년 전,                             
@thenashmin,1,3년 전,                       
@givemethatyohan,0,4년 전,그냥 찢었다
@TV-yh3ee,0,4년 전,개존멋이다
@user-rd3wz6xh8w,0,4년 전, 배속    개꿀밥도둑임
@user-zi8eu4rq8u,0,4년 전,노래 진짜 잘뽑았다
@user-fj3ef5fi5f,0,4년 전,요한형 특유의 그 존나 모자란 제스처가 존나 웃기다     사랑해 한요한    
@user-yk5or2wi1m,0,4년 전,이번 엘범 호우
@xnwqsnvcrqzx,0,4년 전,아 존나 좋아        
@user-jo6jx6gk5b,0,4년 전,그리야 이번곡 오진다 멜론 위가즈아   
@user-wg4xm3bv9j,0,4년 전,와 이거들으면서 버스 밖 창문 보면 존나 영화같음      
@TheMarineScientist,0,4년 전,           
@Y.SAEROM,0,4년 전,우와 멋있오    
@likemill2051,0,4년 전,형 사랑해  
@jaykang9458,0,4년 전,밀리령 두건 너무 깜찍해 
@esth2369,1,4년 전,킫밀파트도 진짜 개젛아    
@hjs9070,1,1년 전,썸넬 엠씨그리인줄
@SteeloRealfan,0,1년 전,   좋고    멋있어요          
@drowsy1113,1,3년 전,악당퇴치는 대체 왜 안뜨는겨
@acevedopatricia5836,1,2년 전,                         
@user-nt1dc8pb7f,0,2년 전,너무 멋져    
@user-dx2zc1ie5q,0,4년 전,뮤비 실화냐
@haewonleopark6218,0,4년 전,야 진짜  속도는        할때 개소름     
@user-su4bc3qo4p,0,3년 전(수정됨),   배속 좋네
@JoDeukgae,0,4년 전,노래 개 좋네 
@user-gj7ie2wq5d,0,4년 전,진짜 볆로다
@user-zk6lp9kh7d,0,1개월 전,지금도 듣는 노래
@diirs_y,0,4년 전,오파 최고양      
@Chanel._.e,0,3년 전,페라리 개 예쁘다 
@user-vb2ef1cc7f,2,4년 전,이거 진짜  나 좋은데
@user-qm9sr7yz5d,0,3년 전,기자양반 커버듣고 여기까지 찾아왔습니다     모형탑에서 떨어지는 너의 속도는      야아아 아아악아
@user-ou8yj5nx8p,0,4년 전,개지리네
@user-cy4rt9wj3p,0,4년 전,존나소름돋아
@꼬롱이,0,3년 전,운전하면서       범버카 람보르기니 노래듣고 질주하면됨     제가 이렇게 달리고있습니다 
@r-io7sl1fm6n,1,1년 전,운전할때좋은노래
@eklee9840,0,4년 전,훅부분 영상만 보면 신나는 노래인줄 알겠네    
@sdgk1818,1,3년 전,한요한 페라리  성공했네 스윙스  페라리 너 요즘 왤케 배부르게사냐  
@user-rr6cr9tm2r,2,3년 전,반쯤 미쳐가는 나 망가져 나의 삶 넌 내게서 나를 지워가고 또 나를 부셔버려라 추락한 나를 봐 눈앞에서 멀어지는 너의 속도는      로 너의 속도는      로 너의 속도는      로 눈앞에서 점이 되어버려 부질없는 것이 되어버렸어 대체 누가 쉽다고 말을 해 내 기억 영혼까지 전부 가져가죠 왜 내 숨이 나를 턱 끝까지 몰고 가네 왜 사라지는 나를 보는 기분이란 건 어때 사라지는 너의 속도 어림잡아    킬로 정도 돼 보여 뒤돌지 말고 가 지금 난 좀 사이코야 이럴수록 니가 필요하면 넌 다 알잖아 또 숨을 참는 나 곧 죽어가는 난 난 너를 지켜줄게 나를 지나갈 동안 조금씩 멀어지는 상태 두 눈을 감고 뜨면 사라질 것 같애 수많은 기억들을 돌고 돌아 너는 다시 우릴 마주칠 수 있나 반쯤 미쳐가는 나 망가져 나의 삶 넌 내게서 나를 지워가고 또 나를 부셔버려라 추락한 나를 봐 눈앞에서 멀어지는 너의 속도는      로 너의 속도는      로 너의 속도는      로 잘못된 길에 빠진 듯이 괜히 왔어 제자리로 다 알면서 왜 다시 여기 어제의 너는 너가 아닌 듯이 분홍빛의 환상인 듯 그래 원래 이게 나였었지 변하는 건 없어 별다를 것 없고 못 꺼낸 말은 많아도 지나쳐 버린 후고 우리는 뭐 옆자리에서 반대 자리 다른 종점     로 가장 너와 가까울 마지막일 걸 지금이 난 너가 지나간 길을 걍 멍히 보고 있을 수 밖에 죽여 찬 공긴 날 쟤넨 내 아픔도 다 남의 거라 하니까 난 입을 꾹 닫네 너의 등 앞에 원하는 건 없어 사랑은 더 없고 다친 나의 마음에 비해 너무 빠른 너의 발걸음 원하는 건 없어 사랑은 더 없고 다친 나의 마음에 비해 너무 빠른 너의 발걸음 반쯤 미쳐가는 나 망가져 나의 삶 넌 내게서 나를 지워가고 또 나를 부셔버려라 추락한 나를 봐 눈앞에서 멀어지는 너의 속도는      로 너의 속도는      로 너의 속도는      로
@owosz,0,3년 전,개좋네   
@danusorntyghb107,0,4년 전,             
@user-tm6nv6vd1t,1,4년 전,            페라리 방전        요한 
@user-hd1zb2og2j,1,4년 전,기름값으로 제작비의    가 나간 뮤비
@Biberwahn,0,3년 전(수정됨),         
@user-qs7em8ps5v,0,4년 전,피지컬   
@illlli802,0,1년 전,    년도      처럼 순식간이었다  
@user-ym4dn9cm6g,0,3년 전,
@user-gc5tn7dt8o,2,4년 전,
@user-xq2jr5zj4b,0,4년 전,구독자가     만명 와우 좋군 
@user-od5hl4eo2b,1,4년 전,형 왜 이렇게 잘생겨보이냐    
@eulkenjanchigooksu3014,1,4년 전,내 과속은     로  
@nine_eight9898,0,3년 전,   베 무쳤네   근데 그냥 노래도 좋네
@user-bw1ej6be2q,2,4년 전,진짜 좋다    
@dongikyang1181,0,4년 전(수정됨),요한이형 뮤비 오지게 멋있게 찍었는데 그와중에 아줌마 두건 쓰고있는 밀리형     레전드
@user-wr1jk2hl9r,1,2년 전,드라이브 필수곡
@Shawn-xl7ew,3,3년 전,아끼던 팬티였는데    
@user-lf5id4ng2p,1,3년 전,내가 릴쿠기에 나오길 바라는 댓글
@user-cy9pp8wj8t,0,4년 전,두근콩닥두근
@user-ko7jp6bt2o,0,4년 전,이제 홍원이만 남았네 한요한 그는     로 
@이성훈_Official,0,3년 전,   간지나는 노래
@user-gs7vw7ri7f,0,3년 전,릴쿠키님 하이
@user-kl7em4jf3j,0,4년 전,한요한판 파라노이드같다 뮤비도 곡 구성도
@thenashmin,0,3년 전,        
@5ur13,0,4년 전,왜 킬링벌스보다 조회수 적지
@user-cb4ic9rw2v,0,4년 전,오 약간 파라노이드 느낌나고 좋다
@user-nu8hz1xv7s,1,2년 전,대유튜버 피카온님이 커버하신거 보고왔어요
@user-om7rj2td3j,0,3년 전,왜 안뜨지
@user-kr7nk8ux3o,0,4년 전,뮤비에 잠깐 용준이 나오면      
@user-fd5dn1zd5n,0,4년 전,썸네일   그리 닮았당   둘다 존잘이에여   
@user-lh8jd5mi1u,0,2년 전,    
@zz1hou,0,4년 전,한요한       이거 뮤직비디오 비하인드 있었는데 왜 지금 찾아봐도 없지     어디있는지 아시는 분 없나요
@d_owner,1,4년 전,웨이러미닛보이   
@JAJ-ug7mc,1,4년 전,이 영상 정말 잘봤습니다  랩 잘하시네요  의미 없는 것 같으시겠지만 진심이 들어갔습니다  제 말투가 이래도 양해 부탁드립니다  앞으로도 건강하세요 
@user-ky2pd2yo8o,0,3년 전,코리안 락스타 한요한 
@aoaooaaoaoao4453,0,3년 전,진짜 힙합하는 임창정아닐까싶다
@lovethestars_lovethemoon,0,4년 전,
@thenashmin,0,3년 전,       
@user-qm6my1tl4b,0,4년 전,
@Yuepokorea,0,3년 전,      
@jebeomjin9809,0,4년 전,이거 드라마나 영화에서 추격전할 때 쓰면 개좋을 것 같은데 
@WO__O_JIN,0,3년 전,지금 더케이 구독자수 이번년도네  
@user-xn3fd4uw4k,1,3년 전,릴쿠기 형 내 댓글보면 영상에 넣어줘
@user-wm1xz9yx7j,0,4년 전,와  분  초 미쳤네
@user-ng1jm5lb4r,0,2년 전,오빠팬이에염 덜렁    
@user-vb2ef1cc7f,0,4년 전,이거 진짜  나 좋은데
@realgold6464,0,3년 전,     잡아땡기네 팬티를 개웃기넼 
@smsmwu,0,1년 전,김밥집 아주머니 패션까지 소화해낸 키드밀리  과연 그는 어디까지인가
@byungjun90,2,3년 전,이거 차에서들으면 개좋음
@hansp2792,0,4년 전,              
@user-pm1lg4bu8w,1,4년 전,이노래 두번 부르면 성대결절 올 듯
@PaulBlanko,0,4년 전,                 
@yun_seo-yun-07,0,3년 전,내 몸무게는      로  
@user-yu2ev9lw4e,1,4년 전,이노래를 투지폰한테 들려줬더니   가 돼버렸어요
@vinylvondarhie,0,4년 전(수정됨),전 얼마전  년간 사귄 애인과 헤어졌습니다    이유는 잘은 모르겠지만 서로 통하지 않는 소통이 문제라면 문제겠죠   전 그때까진 저밖에 몰랐으니까요 그녀의 속이 점점 타들어갈수록 점점더 힘들게 나의 속도     는       워후워워 
@user-uz8gp1hr3p,1,4년 전,우끼 
@hailey4876,0,3년 전,첨에 뮤비볼때 킫밀 여장한줄       
@istp8030,1,2년 전,
@hing___9,0,4년 전,          밀리형 보자기보고 뭐지했넼         
@routine2479,1,4년 전,형    섹시하다
@uebl4484,1,4년 전(수정됨),개멋있다
@m1llimusic513,1,4년 전,키드밀리 파트 반복재생은                               
@kimseungjun6294,0,3년 전,라이브 한번 보세여                
@CaffeineLove,1,4년 전,  만뷰인데 이번년안에    만뷰 가능 
@jinhyeongpark5025,0,4년 전,역시   그리 노래좋다  
@grandsky,0,4년 전,스타일링한 유인원 같숩돠 행님 충성   
@user-ri8zc2hg7n,0,2년 전,
@sherlyntehlaylian6273,0,4년 전(수정됨),                                                                                                                                
@user-ek3uo4rs1u,0,3년 전(수정됨),                 의 선구자
@user-cg4xw5lw9m,0,3년 전,노래 엄청 잘나왔네
@jk03sul78,1,4년 전(수정됨),      시속      로 가즈아          쾅 
@RanqiLi,1,3년 전,                           
@user-kb9xt8fj7f,0,4년 전,한요한 원     기옥 앨범 개잘만들었네 아 그리고 원숭이 닮았지만 우린 형을 사랑해
@Happy_noori,1,4년 전,얘들아 이거  개월전에 나온 해외팝 중에                             이랑 너무 똑같은데 진짜 한번만 들어주라 진짜 너무 똑같아 진짜로
@user-ng3xe6fs9d,0,3년 전,       그리  내가 언제 여기있었지   
@user-ky8nf4iq7g,0,4년 전,오빠     그기타 어디서난건지 알아요 사실그거       나도몰라   그냥물어본거야
@ussurianjopka837,1,4년 전,       
@user-min06,3,4년 전,형 아직 멀었군         부족하잖아  
@user-xh5xi2uw4w,0,4년 전,   람보로      가 아니라     로 달려서 다행이지
@JoshuaKabatay,2,2년 전,                     
@destinydestiny1733,0,4년 전,한요한  너의 속도는      로        노엘   
@searlekong,0,3년 전,포켓몬같은 애니 엔딩곡같음
@user-rz2xk3be1s,0,2년 전,내나이        기에  길을 묻 다
@user-fu3uq6pq4o,1,3년 전(수정됨),릴쿠기 언제와   
@user-kc8zh4ho6u,2,3년 전,잡아땡기네 치면 이거나옴                             
@user-tm7tv6do8e,1,4년 전(수정됨),이 노래를 노엘이 불러야 했는데
@user-vq8mh1tx5t,1,3개월 전,슬픔을 견디기위해 강한척 칼든 개  장사장님 
@user-gr8mj1gw7i,0,4년 전,형 왜이리 조회수가 안나와           불쌍하네
@user-ji1vk9bi2u,1,4년 전,조회수 왤케 안뽑히누   
@user-jx3lk6ph4u,2,4년 전,    끝네준다    
@seojunoh3164,0,3년 전,키드밀리가 찢었네  
@user-zn2wm9uo5b,1,4년 전,저 페라리 가격  억     아닌가   래퍼중에 차는 탑  
@user-jy9jt9ue2y,1,3년 전,      에 나오는 키드밀리 선글라스 어디제품인지 아시는분
@user-vq8mh1tx5t,1,3개월 전,오른손이 한일을 왼손은 모르게하라
@user-em4kt1kd5y,0,4년 전,
@wonjun0324,0,3년 전,이거 릴쿠기 채널에 올라갈 것 같은데 미리 댓 써놔야겠다
@IllIIlIIll,0,3년 전,한요한 키드밀리       댓글 모음   
@user-sw6oc7fn3h,0,4년 전,진짜    키로로달리면 어떡햌    
@claverol1,0,3년 전,                                                              
@user-ln7wp9kv4l,1,4년 전,너의 속도는     케로로  
@천안봄날,0,1년 전,삐빅 중고딩   대성인 남자들이 좋아할 노래입니다    물론 저
@chp7286,1,2년 전,군대에서 한참 튀김튀기고 있을때 나온 노래네
@um..4189,1,4년 전,형은 장재원아들이 아니야     
@user-qm2il2ju3j,0,3년 전,자 출석합니다
@user-rp4ss8zf4f,2,3년 전,     뒤돌지말고 가 지금 나 쫌 쌀거야
@inesgarcia3734,1,4년 전,
@HiroJJ94,0,4년 전,                           
@user-pe2we8br9t,0,4년 전,여러분들은 지금             의        를 보고 계십니다
@user-ru1yk8pc1x,0,3년 전,릴쿠기형 여기야
@user-cc5dq5td6v,0,4년 전,     
@user-xz1gv5vf7c,0,3년 전,    년에도 들으러 오는사람 손
@user-ei7qm3ev7t,0,4년 전,략간 소년만화 주제가 같음  
@Bong_Thing,0,4년 전,      같은 이런 리듬  느낌의 노래 추천점 해주세여  한요한 말고도 다른 가수 노래라도    부탁드릴게요  전문가분들
@juhoroki8651,0,1년 전,         
@sevolala,0,1년 전,                         
@sparkbike,0,3년 전,자전거 타면서 들으면    키로로 가는 것 같은 느낌이 나요 
@user-ez4di3no4b,0,2년 전,어떻게 그래도 어떻게 그렇게 연습을 몇 번이나 했어요
@파카여친,0,4년 전,최원재 사랑해 진짜로
@user-ux9tc3ji7k,0,2년 전,키드밀리는 저렇게 입어도 소화하네  
